0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.995718272000000070e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.991436544000000140e+03,6.701622011078774449e+03,0.000000000000000000e+00,2.328337983999999778e+03,7.703035073972657187e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.841403255051369342e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.078738410958912652e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.846642191232891150e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870864569863021529e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.227986013698629790e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.281036335616464612e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.227448720547951780e+03,2.041827993835622465e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.422858301369863057e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.856207267123292922e+03,1.965719428438356090e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.055441471554806412e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.926753868164395044e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.717700020438366664e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.045269238630141217e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.152267562106178048e+03,0.000000000000000000e+00,1.680377984419529639e+03,0.000000000000000000e+00
1.995718272000000070e+03,2.078738410958912652e+02,0.000000000000000000e+00,2.926753868164395044e+03,0.000000000000000000e+00,1.752662793150684877e+02,0.000000000000000000e+00,1.572916146849319432e+02,1.439652001228772133e+04,9.272383876078796675e+03,5.796417084383591600e+02,1.323492857592127257e+04,1.155455261095898862e+02,3.813596235342465661e+02,3.339930830136985946e+02,6.913572281095929384e+02,2.667859315068493288e+03,7.483587109589068120e+01,1.240707848541782732e+04,1.665532627404970117e+04,6.224778190054794322e+03,2.639979201369876591e+02,0.000000000000000000e+00,4.126820112328780397e+02,0.000000000000000000e+00,1.283717289589045095e+03,4.653686051945227518e+03,5.729082993972646364e+03,1.117641120136993095e+03,6.714808812274017328e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.752662793150684877e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.528828697294520680e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.361229885013709008e+03,2.804260469041095689e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.825334514520553967e+03,1.147600354356166008e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.147600354356166008e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.120535223232885983e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.465648608219190692e+02,9.281036335616464612e+02,0.000000000000000000e+00,1.572916146849319432e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.966145183561649219e+02,1.463576664054805178e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.282158931506849058e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.769530665205484468e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.991436544000000140e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.717700020438366664e+03,1.262071577898634496e+04,0.000000000000000000e+00,3.825334514520553967e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.080535355626374439e+04,0.000000000000000000e+00,3.301106659304804907e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.950612732054816547e+02,0.000000000000000000e+00,5.986869687671255491e+01,6.259652013095890652e+03,1.574091040958903932e+03,0.000000000000000000e+00,3.418007759017145418e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.053947663342471969e+03,8.143950590904147248e+03,1.846683689017822326e+04,3.576451584438378177e+03,3.777079956904134633e+03
6.411429797198638880e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.614939967198657541e+03,0.000000000000000000e+00,1.147600354356166008e+03,0.000000000000000000e+00,1.126327869704799195e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.674215738143848284e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.382705238630188660e+02,0.000000000000000000e+00,5.986869687671255491e+01,6.259652013095890652e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.807954243013729183e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366291911502920630e+04,0.000000000000000000e+00,7.973835464575395235e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.227448720547951780e+03,0.000000000000000000e+00,5.796417084383591600e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.632913704417809640e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.378616152736301956e+03,1.638099523698630037e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.737901397188365536e+03,1.060192676164389013e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.328337983999999778e+03,1.870864569863021529e+02,2.041827993835622465e+03,1.045269238630141217e+03,1.161134342480140367e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.966145183561649219e+02,3.274718212280830812e+03,5.353331530287681744e+03,1.755798892945206717e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.456786140547964692e+02,0.000000000000000000e+00,4.789495750137004393e+02,3.414355643506849447e+03,5.981545955643834532e+03,2.620959237917808423e+03,2.111983361095901159e+02,6.749425301369863064e+02,4.952184134794537158e+02,7.421348733150723547e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.982655161241469614e+03,0.000000000000000000e+00,6.714808812274017328e+03
7.703035073972657187e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155455261095898862e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.463576664054805178e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155455261095898862e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.932731566575391753e+02,0.000000000000000000e+00,0.000000000000000000e+00
